# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.188755 -----------------
#dely    BF    dB     BFVar
0.050  0.2246  0.0001  0.0022
0.150  0.2151  0.0001  0.0031
0.250  0.2045  0.0001  0.0017
0.350  0.1930  0.0001  0.0033
0.450  0.1816  0.0001  0.0023
0.550  0.1667  0.0001  0.0023
0.650  0.1501  0.0001  0.0011
0.750  0.1314  0.0001  0.0019
0.850  0.1117  0.0001  0.0019
0.950  0.0913  0.0001  0.0008
1.050  0.0719  0.0001  0.0012
1.150  0.0541  0.0001  0.0034
1.250  0.0387  0.0001  0.0007
1.350  0.0259  0.0001  0.0007
1.450  0.0161  0.0000  0.0012
1.550  0.0082  0.0000  0.0002
1.650  0.0024  0.0000  0.0002
1.750  0.0002  0.0000  0.0000
