# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.158403 -----------------
#dely    BF
0.050  0.4521  0.0071
0.150  0.3264  0.0055
0.250  0.2754  0.0050
0.350  0.1846  0.0039
0.450  0.1398  0.0034
0.550  0.0900  0.0025
0.650  0.0557  0.0018
0.750  0.0281  0.0011
0.850  0.0172  0.0008
0.950  0.0099  0.0006
1.050  0.0029  0.0002
1.150  0.0009  0.0001
1.250  0.0008  0.0001
1.350  0.0002  0.0000
1.450 -0.0000 -0.0000
1.550  0.0000  0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
