# ICODE=2212, JCODE=-2212
# SIGMA_QGP=1.1439, SIGMA_HAD=0.566917
# NSAMPLE=10000000, Tblast=78.2451, UPERPblast(x,y)=(0.7535,0.7535)
# SOVERUD=0.7847, QUARK_ENTROPY_RATIO=0.1831, BARYON_FUDGE=0.6756
# ------- normalization=0.0726144 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.1063  0.0016  0.1431 -0.0368  0.0000
0.150  0.1008  0.0016  0.1337 -0.0329  0.0000
0.250  0.0928  0.0015  0.1232 -0.0304  0.0000
0.350  0.0852  0.0015  0.1116 -0.0264  0.0000
0.450  0.0828  0.0016  0.1036 -0.0208  0.0000
0.550  0.0649  0.0014  0.0806 -0.0156  0.0000
0.650  0.0543  0.0014  0.0660 -0.0117  0.0000
0.750  0.0475  0.0014  0.0548 -0.0072  0.0000
0.850  0.0360  0.0013  0.0412 -0.0052  0.0000
0.950  0.0228  0.0010  0.0258 -0.0030  0.0000
1.050  0.0183  0.0010  0.0201 -0.0018  0.0000
1.150  0.0091  0.0007  0.0099 -0.0008  0.0000
1.250  0.0031  0.0004  0.0034 -0.0002  0.0000
1.350  0.0016  0.0003  0.0017 -0.0002  0.0000
1.450  0.0005  0.0001  0.0005 -0.0000  0.0000
1.550  0.0000  0.0000  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
