# SIGMA_QGP=1.1439, SIGMA_HAD=0.566917
# NSAMPLE=10000000, Tblast=78.2451, UPERPblast(x,y)=(0.7535,0.7535)
# SOVERUD=0.7847, QUARK_ENTROPY_RATIO=0.1831, BARYON_FUDGE=0.6756
# ------- normalization=0.22803 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.3174  0.0003  0.0601  0.0828  0.1744
0.150  0.2944  0.0002  0.0566  0.0766  0.1612
0.250  0.2686  0.0002  0.0516  0.0704  0.1465
0.350  0.2429  0.0002  0.0471  0.0626  0.1332
0.450  0.2175  0.0002  0.0428  0.0544  0.1203
0.550  0.1912  0.0002  0.0387  0.0476  0.1048
0.650  0.1642  0.0002  0.0347  0.0397  0.0897
0.750  0.1395  0.0002  0.0311  0.0328  0.0757
0.850  0.1160  0.0002  0.0269  0.0265  0.0626
0.950  0.0937  0.0001  0.0227  0.0208  0.0502
1.050  0.0727  0.0001  0.0188  0.0159  0.0380
1.150  0.0551  0.0001  0.0152  0.0121  0.0278
1.250  0.0406  0.0001  0.0126  0.0086  0.0195
1.350  0.0290  0.0001  0.0099  0.0060  0.0131
1.450  0.0190  0.0001  0.0072  0.0038  0.0080
1.550  0.0115  0.0000  0.0046  0.0023  0.0046
1.650  0.0055  0.0000  0.0023  0.0011  0.0021
1.750  0.0015  0.0000  0.0007  0.0003  0.0005
