# ICODE=321, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0 -----------------
#dely    BF_mean   BF_sq    BF_var    Samples
0.050   0.1231  0.0153  0.0128 2000000
0.150   0.1033  0.0107  0.0072 2000000
0.250   0.0723  0.0053  0.0106 2000000
0.350   0.0535  0.0029  0.0055 2000000
0.450   0.0205  0.0004  0.0049 2000000
0.550  -0.0039  0.0001  0.0069 2000000
0.650  -0.0067  0.0001  0.0029 2000000
0.750  -0.0095  0.0001  0.0048 2000000
0.850  -0.0098  0.0001  0.0017 2000000
0.950  -0.0071  0.0001  0.0013 2000000
1.050  -0.0061  0.0000  0.0014 2000000
1.150  -0.0026  0.0000  0.0005 2000000
1.250  -0.0015  0.0000  0.0006 2000000
1.350  -0.0008  0.0000  0.0003 2000000
1.450  -0.0002  0.0000  0.0001 2000000
1.550  -0.0001  0.0000  0.0001 2000000
1.650   0.0000  0.0000  0.0000 2000000
1.750   0.0000  0.0000  0.0000 2000000
0.050   0.1226  0.0151  0.0091 4000000
0.150   0.1030  0.0106  0.0052 4000000
0.250   0.0742  0.0056  0.0078 4000000
0.350   0.0490  0.0024  0.0059 4000000
0.450   0.0205  0.0004  0.0035 4000000
0.550  -0.0017  0.0000  0.0054 4000000
0.650  -0.0068  0.0001  0.0021 4000000
0.750  -0.0102  0.0001  0.0035 4000000
0.850  -0.0099  0.0001  0.0013 4000000
0.950  -0.0076  0.0001  0.0011 4000000
1.050  -0.0062  0.0000  0.0010 4000000
1.150  -0.0027  0.0000  0.0004 4000000
1.250  -0.0017  0.0000  0.0005 4000000
1.350  -0.0007  0.0000  0.0002 4000000
1.450  -0.0002  0.0000  0.0001 4000000
1.550  -0.0001  0.0000  0.0001 4000000
1.650   0.0000  0.0000  0.0000 4000000
1.750   0.0000  0.0000  0.0000 4000000
0.050   0.1218  0.0149  0.0076 6000000
0.150   0.1032  0.0107  0.0043 6000000
0.250   0.0759  0.0058  0.0068 6000000
0.350   0.0476  0.0023  0.0052 6000000
0.450   0.0206  0.0004  0.0029 6000000
0.550  -0.0012  0.0000  0.0044 6000000
0.650  -0.0069  0.0001  0.0017 6000000
0.750  -0.0101  0.0001  0.0028 6000000
0.850  -0.0098  0.0001  0.0010 6000000
0.950  -0.0078  0.0001  0.0009 6000000
1.050  -0.0061  0.0000  0.0008 6000000
1.150  -0.0029  0.0000  0.0005 6000000
1.250  -0.0018  0.0000  0.0004 6000000
1.350  -0.0007  0.0000  0.0002 6000000
1.450  -0.0003  0.0000  0.0001 6000000
1.550  -0.0001  0.0000  0.0000 6000000
1.650   0.0000  0.0000  0.0000 6000000
1.750   0.0000  0.0000  0.0000 6000000
0.050   0.1210  0.0147  0.0067 8000000
0.150   0.1028  0.0106  0.0037 8000000
0.250   0.0761  0.0058  0.0059 8000000
0.350   0.0469  0.0022  0.0047 8000000
0.450   0.0204  0.0004  0.0025 8000000
0.550  -0.0008  0.0000  0.0039 8000000
0.650  -0.0070  0.0001  0.0015 8000000
0.750  -0.0101  0.0001  0.0025 8000000
0.850  -0.0098  0.0001  0.0009 8000000
0.950  -0.0079  0.0001  0.0008 8000000
1.050  -0.0061  0.0000  0.0007 8000000
1.150  -0.0031  0.0000  0.0005 8000000
1.250  -0.0018  0.0000  0.0004 8000000
1.350  -0.0007  0.0000  0.0001 8000000
1.450  -0.0003  0.0000  0.0001 8000000
1.550  -0.0001  0.0000  0.0000 8000000
1.650   0.0000  0.0000  0.0000 8000000
1.750   0.0000  0.0000  0.0000 8000000
0.050   0.1207  0.0146  0.0060 10000000
0.150   0.1024  0.0105  0.0035 10000000
0.250   0.0757  0.0058  0.0053 10000000
0.350   0.0466  0.0022  0.0043 10000000
0.450   0.0203  0.0004  0.0023 10000000
0.550  -0.0006  0.0000  0.0035 10000000
0.650  -0.0068  0.0000  0.0013 10000000
0.750  -0.0100  0.0001  0.0022 10000000
0.850  -0.0097  0.0001  0.0008 10000000
0.950  -0.0080  0.0001  0.0007 10000000
1.050  -0.0060  0.0000  0.0006 10000000
1.150  -0.0032  0.0000  0.0005 10000000
1.250  -0.0018  0.0000  0.0003 10000000
1.350  -0.0007  0.0000  0.0001 10000000
1.450  -0.0003  0.0000  0.0001 10000000
1.550  -0.0001  0.0000  0.0000 10000000
1.650   0.0000  0.0000  0.0000 10000000
1.750   0.0000  0.0000  0.0000 10000000
0.050   0.1204  0.0145  0.0056 12000000
0.150   0.1017  0.0104  0.0035 12000000
0.250   0.0755  0.0057  0.0049 12000000
0.350   0.0462  0.0022  0.0040 12000000
0.450   0.0202  0.0004  0.0021 12000000
0.550  -0.0003  0.0000  0.0033 12000000
0.650  -0.0067  0.0000  0.0013 12000000
0.750  -0.0100  0.0001  0.0020 12000000
0.850  -0.0097  0.0001  0.0007 12000000
0.950  -0.0080  0.0001  0.0007 12000000
1.050  -0.0060  0.0000  0.0006 12000000
1.150  -0.0033  0.0000  0.0005 12000000
1.250  -0.0018  0.0000  0.0003 12000000
1.350  -0.0007  0.0000  0.0001 12000000
1.450  -0.0003  0.0000  0.0001 12000000
1.550  -0.0001  0.0000  0.0000 12000000
1.650   0.0000  0.0000  0.0000 12000000
1.750   0.0000  0.0000  0.0000 12000000
0.050   0.1201  0.0145  0.0052 14000000
0.150   0.1012  0.0103  0.0034 14000000
0.250   0.0753  0.0057  0.0046 14000000
0.350   0.0460  0.0021  0.0037 14000000
0.450   0.0202  0.0004  0.0019 14000000
0.550  -0.0001  0.0000  0.0031 14000000
0.650  -0.0066  0.0000  0.0012 14000000
0.750  -0.0100  0.0001  0.0019 14000000
0.850  -0.0098  0.0001  0.0007 14000000
0.950  -0.0080  0.0001  0.0006 14000000
1.050  -0.0060  0.0000  0.0005 14000000
1.150  -0.0034  0.0000  0.0005 14000000
1.250  -0.0018  0.0000  0.0003 14000000
1.350  -0.0007  0.0000  0.0001 14000000
1.450  -0.0003  0.0000  0.0001 14000000
1.550  -0.0001  0.0000  0.0000 14000000
1.650   0.0000  0.0000  0.0000 14000000
1.750   0.0000  0.0000  0.0000 14000000
0.050   0.1198  0.0144  0.0049 16000000
0.150   0.1010  0.0102  0.0033 16000000
0.250   0.0751  0.0057  0.0043 16000000
0.350   0.0458  0.0021  0.0035 16000000
0.450   0.0201  0.0004  0.0018 16000000
0.550   0.0001  0.0000  0.0029 16000000
0.650  -0.0064  0.0000  0.0012 16000000
0.750  -0.0100  0.0001  0.0017 16000000
0.850  -0.0098  0.0001  0.0007 16000000
0.950  -0.0080  0.0001  0.0006 16000000
1.050  -0.0060  0.0000  0.0005 16000000
1.150  -0.0034  0.0000  0.0005 16000000
1.250  -0.0018  0.0000  0.0003 16000000
1.350  -0.0007  0.0000  0.0001 16000000
1.450  -0.0003  0.0000  0.0001 16000000
1.550  -0.0001  0.0000  0.0000 16000000
1.650   0.0000  0.0000  0.0000 16000000
1.750   0.0000  0.0000  0.0000 16000000
0.050   0.1197  0.0143  0.0046 18000000
