# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.195879 -----------------
#dely    BF
0.050  0.2562  0.0019
0.150  0.2387  0.0018
0.250  0.2284  0.0018
0.350  0.2150  0.0018
0.450  0.1955  0.0018
0.550  0.1762  0.0017
0.650  0.1410  0.0015
0.750  0.1330  0.0015
0.850  0.1136  0.0015
0.950  0.0858  0.0013
1.050  0.0575  0.0010
1.150  0.0443  0.0008
1.250  0.0308  0.0007
1.350  0.0207  0.0006
1.450  0.0163  0.0006
1.550  0.0048  0.0002
1.650  0.0013  0.0001
1.750 -0.0001 -0.0000
